accuracy,precision,recall,f1_statistic,threshold,time_mins
0.9770006816156629,0.07909319684003197,0.9086536101703234,0.14551971889665363,0.2,47.01598232984543
0.9832684142814085,0.10527642653740596,0.9018799391351299,0.1885441037639043,0.30000000000000004,47.01598232984543
0.9863004032460689,0.1252567017177552,0.895155352672655,0.21976260770018677,0.4,47.01598232984543
0.9881741851212282,0.14159576553616937,0.886320129583272,0.24418180097093944,0.5,47.01598232984543
0.989791739596792,0.1593803416891148,0.8741471555490109,0.26960457793387427,0.6000000000000001,47.01598232984543
0.9915915731018781,0.1853815363651848,0.8547587493250871,0.3046829208548758,0.7,47.01598232984543
0.993849061326473,0.23188755590260524,0.8016983262160703,0.3597260153290459,0.8,47.01598232984543
0.9967498686332067,0.36475784741642925,0.6850242968634958,0.47603779377153194,0.9,47.01598232984543
